,001_turnover,002_morning_diff,003_ov_momentum,004_asym_ov,005_tug_of_war,006_rv_momentum,007,008,009,010,011,012,013,014,015,016,017,018,019
2025-12-17,0.10205761316872428,0.10864197530864197,0.07160493827160494,0.09135802469135802,0.07489711934156379,0.1662551440329218,0.023045267489711935,0.05102880658436214,0.02139917695473251,0.07407407407407407,0.010699588477366255,0.013991769547325103,0.013991769547325103,0.027160493827160494,0.011522633744855968,0.030452674897119343,0.03621399176954732,0.044444444444444446,0.027160493827160494
2025-12-18,0.11009174311926606,0.10925771476230192,0.07923269391159299,0.09424520433694746,0.08006672226855713,0.15763135946622187,0.020850708924103418,0.05421184320266889,0.019182652210175146,0.061718098415346125,0.005838198498748957,0.01751459549624687,0.016680567139282735,0.021684737281067557,0.016680567139282735,0.030859049207673062,0.03669724770642202,0.0408673894912427,0.026688907422852376
2025-12-19,0.11529026982829109,0.10302534750613246,0.07113654946852004,0.09566639411283728,0.06950122649223221,0.1635322976287817,0.017988552739165987,0.04987735077677841,0.023712183156173343,0.06377759607522486,0.008176614881439084,0.02125919869174162,0.016353229762878167,0.028618152085036794,0.011447260834014717,0.03188879803761243,0.04088307440719542,0.047424366312346686,0.02044153720359771
2025-12-22,0.11202635914332784,0.10626029654036244,0.06754530477759473,0.10296540362438221,0.07495881383855024,0.1556836902800659,0.018945634266886325,0.04942339373970346,0.019769357495881382,0.06672158154859967,0.012355848434925865,0.016474464579901153,0.014827018121911038,0.02800658978583196,0.012355848434925865,0.029654036243822075,0.04036243822075782,0.047775947281713346,0.023887973640856673
2025-12-23,0.11312964492155243,0.10652353426919901,0.07184145334434351,0.09496284062758051,0.0726672171758877,0.17258464079273328,0.01981833195706028,0.04706853839801817,0.023947151114781174,0.05945499587118084,0.011560693641618497,0.018166804293971925,0.011560693641618497,0.022295623451692816,0.012386457473162676,0.02972749793559042,0.038810900082576386,0.04376548307184145,0.02972749793559042
2025-12-24,0.10938775510204081,0.10448979591836735,0.06693877551020408,0.09714285714285714,0.07673469387755102,0.16244897959183674,0.017142857142857144,0.04979591836734694,0.022040816326530613,0.061224489795918366,0.011428571428571429,0.022857142857142857,0.017959183673469388,0.0236734693877551,0.013061224489795919,0.027755102040816326,0.04,0.045714285714285714,0.030204081632653063
2025-12-25,0.11185308848080133,0.10934891485809682,0.07429048414023372,0.09265442404006678,0.06260434056761269,0.164440734557596,0.02003338898163606,0.05342237061769616,0.021702838063439065,0.06176961602671119,0.015025041736227046,0.015859766277128547,0.01335559265442404,0.02337228714524207,0.011686143572621035,0.028380634390651086,0.045075125208681135,0.04757929883138564,0.027545909849749584
2025-12-26,0.11494252873563218,0.10755336617405582,0.07060755336617405,0.09523809523809523,0.0665024630541872,0.16584564860426929,0.018883415435139574,0.048440065681444995,0.022988505747126436,0.06486042692939245,0.012315270935960592,0.017241379310344827,0.014778325123152709,0.023809523809523808,0.012315270935960592,0.030377668308702793,0.042692939244663386,0.04351395730706076,0.027093596059113302
2025-12-29,0.11970074812967581,0.10141313383208644,0.06483790523690773,0.0914380714879468,0.06816292601828762,0.1662510390689942,0.020781379883624274,0.05070656691604322,0.023275145469659187,0.0656691604322527,0.010806317539484621,0.020781379883624274,0.011637572734829594,0.02493765586034913,0.012468827930174564,0.03325020781379884,0.0399002493765586,0.046550290939318374,0.02743142144638404
2025-12-30,0.1106523534269199,0.09991742361684558,0.06440957886044592,0.09661436829066887,0.06936416184971098,0.16432700247729148,0.022295623451692816,0.053674649050371594,0.02559867877786953,0.06523534269199009,0.010734929810074319,0.017341040462427744,0.016515276630883566,0.03303055326176713,0.012386457473162676,0.028075970272502065,0.04128819157720892,0.04046242774566474,0.028075970272502065
2025-12-31,0.1141439205955335,0.10173697270471464,0.06865177832919768,0.09181141439205956,0.07113316790736146,0.1588089330024814,0.022332506203473945,0.04962779156327544,0.02481389578163772,0.06451612903225806,0.013234077750206782,0.015715467328370553,0.013234077750206782,0.028122415219189414,0.015715467328370553,0.03225806451612903,0.03970223325062035,0.04797353184449959,0.026468155500413565
2026-01-05,0.1111111111111111,0.10862354892205639,0.06467661691542288,0.0945273631840796,0.07711442786069651,0.16749585406301823,0.02155887230514096,0.05472636815920398,0.026533996683250415,0.06633499170812604,0.014925373134328358,0.012437810945273632,0.013266998341625208,0.024875621890547265,0.011608623548922056,0.01990049751243781,0.04311774461028192,0.0406301824212272,0.026533996683250415
2026-01-06,0.11551155115511551,0.10396039603960396,0.05858085808580858,0.0891089108910891,0.07343234323432343,0.16006600660066006,0.027227722772277228,0.05858085808580858,0.022277227722772276,0.06188118811881188,0.018151815181518153,0.014026402640264026,0.01485148514851485,0.024752475247524754,0.013201320132013201,0.022277227722772276,0.04207920792079208,0.04867986798679868,0.03135313531353135
2026-01-07,0.116107931316435,0.10384300899427637,0.0580539656582175,0.09403107113654947,0.08013082583810302,0.15044971381847916,0.022894521668029435,0.05723630417007359,0.017170891251022075,0.0678659035159444,0.012264922322158627,0.006541291905151268,0.01553556827473426,0.027800490596892886,0.014717906786590351,0.03434178250204415,0.04088307440719542,0.04905968928863451,0.03107113654946852
2026-01-08,0.1168724279835391,0.10205761316872428,0.0691358024691358,0.09053497942386832,0.07654320987654321,0.15720164609053497,0.02139917695473251,0.05267489711934156,0.02139917695473251,0.06502057613168724,0.01728395061728395,0.015637860082304528,0.013991769547325103,0.03209876543209877,0.014814814814814815,0.02962962962962963,0.037037037037037035,0.03950617283950617,0.027160493827160494
2026-01-09,0.11175496688741722,0.10596026490066225,0.061258278145695365,0.10099337748344371,0.07864238410596026,0.15314569536423842,0.028973509933774833,0.057119205298013245,0.01903973509933775,0.06291390728476821,0.016556291390728478,0.015728476821192054,0.015728476821192054,0.02566225165562914,0.014072847682119206,0.024834437086092714,0.04056291390728477,0.0380794701986755,0.028973509933774833
2026-01-12,0.11608623548922056,0.10530679933665009,0.06301824212271974,0.0912106135986733,0.07628524046434494,0.15754560530679934,0.019071310116086235,0.06218905472636816,0.02155887230514096,0.06053067993366501,0.014925373134328358,0.015754560530679935,0.014925373134328358,0.029850746268656716,0.01824212271973466,0.02570480928689884,0.03980099502487562,0.0406301824212272,0.02736318407960199
2026-01-13,0.10853355426677713,0.10687655343827672,0.06379453189726594,0.09196354598177299,0.07373653686826843,0.1632145816072908,0.0231980115990058,0.056338028169014086,0.0231980115990058,0.07290803645401822,0.0231980115990058,0.0115990057995029,0.014913007456503728,0.0231980115990058,0.01988400994200497,0.021541010770505385,0.029826014913007456,0.0463960231980116,0.02568351284175642
2026-01-14,0.11934156378600823,0.1102880658436214,0.060082304526748974,0.08641975308641975,0.06995884773662552,0.1580246913580247,0.027160493827160494,0.05267489711934156,0.01728395061728395,0.07160493827160494,0.01810699588477366,0.012345679012345678,0.01316872427983539,0.02633744855967078,0.01810699588477366,0.03374485596707819,0.03374485596707819,0.040329218106995884,0.031275720164609055
2026-01-15,0.11440329218106995,0.11193415637860082,0.06502057613168724,0.0897119341563786,0.07160493827160494,0.16378600823045267,0.03209876543209877,0.056790123456790124,0.01810699588477366,0.07160493827160494,0.01810699588477366,0.011522633744855968,0.01810699588477366,0.019753086419753086,0.018930041152263374,0.027983539094650206,0.031275720164609055,0.03374485596707819,0.02551440329218107
2026-01-16,0.11652892561983472,0.11074380165289256,0.06115702479338843,0.09669421487603305,0.07190082644628099,0.16859504132231404,0.02066115702479339,0.05619834710743802,0.01487603305785124,0.06859504132231405,0.01652892561983471,0.00909090909090909,0.012396694214876033,0.024793388429752067,0.019834710743801654,0.02727272727272727,0.033884297520661154,0.03636363636363636,0.033884297520661154
2026-01-19,0.11963696369636964,0.11138613861386139,0.06023102310231023,0.08993399339933994,0.06848184818481848,0.1674917491749175,0.028052805280528052,0.05528052805280528,0.019801980198019802,0.06353135313531354,0.013201320132013201,0.01155115511551155,0.010726072607260726,0.027227722772277228,0.02145214521452145,0.028052805280528052,0.03547854785478548,0.038778877887788776,0.0297029702970297
2026-01-20,0.114215283483977,0.10353327855382087,0.06409202958093672,0.09942481511914544,0.0714872637633525,0.16105176663927692,0.024650780608052588,0.054231717337715694,0.024650780608052588,0.07313064913722268,0.01314708299096138,0.013968775677896467,0.016433853738701727,0.018898931799506986,0.015612161051766639,0.03451109285127362,0.036154478225143796,0.03533278553820871,0.025472473294987676
2026-01-21,0.11676396997497915,0.10758965804837364,0.07089241034195162,0.08757297748123437,0.061718098415346125,0.16263552960800667,0.02418682235195997,0.06422018348623854,0.025020850708924104,0.06922435362802336,0.014178482068390326,0.015012510425354461,0.013344453711426188,0.027522935779816515,0.014178482068390326,0.03336113427856547,0.03336113427856547,0.03252710592160134,0.026688907422852376
2026-01-22,0.12161051766639278,0.10682004930156122,0.06491372226787182,0.09531635168447,0.06820049301561217,0.15858668857847166,0.023007395234182416,0.0599835661462613,0.0238290879211175,0.06902218570254724,0.013968775677896467,0.010682004930156122,0.015612161051766639,0.025472473294987676,0.01314708299096138,0.030402629416598194,0.03451109285127362,0.03533278553820871,0.029580936729663106
2026-01-23,0.115736885928393,0.11407160699417153,0.06827643630308076,0.0890924229808493,0.06328059950041633,0.1623646960865945,0.030807660283097418,0.059117402164862616,0.02164862614487927,0.06661115736885928,0.01498751040799334,0.017485428809325562,0.01498751040799334,0.022481265611990008,0.013322231473771857,0.034970857618651124,0.03164029975020816,0.03330557868442964,0.025811823480432972
2026-01-26,0.1221311475409836,0.11639344262295082,0.06639344262295081,0.09098360655737706,0.0680327868852459,0.15163934426229508,0.03114754098360656,0.06147540983606557,0.020491803278688523,0.06311475409836066,0.013934426229508197,0.013114754098360656,0.018032786885245903,0.019672131147540985,0.014754098360655738,0.030327868852459017,0.03360655737704918,0.03770491803278689,0.027049180327868853
2026-01-27,0.12026359143327842,0.11367380560131796,0.0642504118616145,0.08978583196046129,0.07825370675453047,0.14744645799011533,0.025535420098846788,0.05683690280065898,0.023064250411861616,0.06589785831960461,0.018945634266886325,0.012355848434925865,0.011532125205930808,0.02471169686985173,0.012355848434925865,0.03542009884678748,0.03212520593080725,0.03706754530477759,0.030477759472817133
2026-01-28,0.11398544866612773,0.10670978172999192,0.06628940986257073,0.0889248181083266,0.068714632174616,0.15198059822150364,0.0274858528698464,0.0582053354890865,0.021827000808407437,0.07113985448666128,0.016976556184316895,0.016976556184316895,0.0137429264349232,0.025060630557801132,0.016976556184316895,0.03637833468067906,0.033144704931285365,0.037186742118027485,0.028294260307194827
2026-01-29,0.12283594394064304,0.10634789777411377,0.06347897774113767,0.08903544929925804,0.05935696619950536,0.16075845012366036,0.023083264633140973,0.06347897774113767,0.023083264633140973,0.0651277823577906,0.020610057708161583,0.021434460016488046,0.010717230008244023,0.028029678483099753,0.014014839241549877,0.031327287716405604,0.03215169002473207,0.041220115416323165,0.023907666941467436
2026-01-30,0.11210398050365557,0.10398050365556458,0.06742485783915515,0.08773354995938261,0.06336311941510966,0.16653127538586515,0.02843216896831844,0.060926076360682375,0.024370430544272948,0.06661251015434606,0.017059301380991064,0.01380991064175467,0.012185215272136474,0.022745735174654752,0.01868399675060926,0.03411860276198213,0.02761982128350934,0.04467912266450041,0.02761982128350934
2026-02-02,0.12943116240725475,0.10882110469909316,0.06183017312448475,0.08903544929925804,0.06430338004946413,0.16240725474031328,0.025556471558120363,0.06347897774113767,0.025556471558120363,0.06924979389942292,0.018136850783182192,0.013190436933223413,0.01483924154987634,0.025556471558120363,0.00989282769991756,0.03297609233305853,0.028029678483099753,0.03297609233305853,0.0247320692497939
2026-02-03,0.11879576891781937,0.10414971521562245,0.07078925956061839,0.09113100081366965,0.06509357200976404,0.16598860862489828,0.025223759153783564,0.05207485760781123,0.025223759153783564,0.06427990235964198,0.01790073230268511,0.01790073230268511,0.013832384052074858,0.025223759153783564,0.012205044751830757,0.03498779495524817,0.03254678600488202,0.03742880390561432,0.025223759153783564
2026-02-04,0.11688311688311688,0.10795454545454546,0.06168831168831169,0.09253246753246754,0.0689935064935065,0.15827922077922077,0.025162337662337664,0.05438311688311688,0.027597402597402596,0.07061688311688312,0.012987012987012988,0.012987012987012988,0.015422077922077922,0.025974025974025976,0.01461038961038961,0.03814935064935065,0.026785714285714284,0.04301948051948052,0.025974025974025976
2026-02-05,0.12347684809098294,0.11291632818846466,0.06823720552396426,0.08854589764419171,0.06904955320877336,0.14703493095044678,0.025182778229082048,0.056051990251827784,0.021121039805036556,0.06904955320877336,0.016246953696181964,0.015434606011372868,0.01949634443541836,0.024370430544272948,0.017871649065800164,0.03168155970755483,0.02924451665312754,0.036555645816409424,0.02843216896831844
2026-02-06,0.12356792144026187,0.11456628477905073,0.07037643207855974,0.08592471358428805,0.07364975450081833,0.15711947626841244,0.0220949263502455,0.05810147299509002,0.020458265139116204,0.07283142389525368,0.015548281505728314,0.018821603927986905,0.01309328968903437,0.023731587561374796,0.010638297872340425,0.03436988543371522,0.02618657937806874,0.030278232405891982,0.028641571194762683
2026-02-09,0.12264922322158626,0.10057236304170074,0.0678659035159444,0.0874897792313982,0.06623058053965658,0.1635322976287817,0.032706459525756335,0.05560098119378577,0.022894521668029435,0.07522485690923958,0.02125919869174162,0.016353229762878167,0.019623875715453803,0.02125919869174162,0.008994276369582993,0.028618152085036794,0.023712183156173343,0.03434178250204415,0.03107113654946852
2026-02-10,0.11659919028340081,0.10607287449392712,0.06315789473684211,0.08825910931174089,0.06882591093117409,0.1562753036437247,0.031578947368421054,0.05748987854251012,0.02186234817813765,0.06963562753036437,0.01862348178137652,0.02186234817813765,0.020242914979757085,0.027530364372469637,0.01700404858299595,0.022672064777327937,0.02834008097165992,0.032388663967611336,0.031578947368421054
2026-02-11,0.12693246541903988,0.1114727420667209,0.06672091131000814,0.0870626525630594,0.0691619202603743,0.1497152156224573,0.03173311635475997,0.05614320585842148,0.023596419853539462,0.07078925956061839,0.01627339300244101,0.01952807160292921,0.013832384052074858,0.01790073230268511,0.013018714401952807,0.03417412530512612,0.030105777054515868,0.03336045565500407,0.028478437754271765
2026-02-12,0.12530712530712532,0.11056511056511056,0.0687960687960688,0.08845208845208845,0.06633906633906633,0.15724815724815724,0.025389025389025387,0.056511056511056514,0.02457002457002457,0.06552006552006552,0.021294021294021293,0.014742014742014743,0.013923013923013924,0.02702702702702703,0.01638001638001638,0.02375102375102375,0.02457002457002457,0.036036036036036036,0.03357903357903358
2026-02-13,0.12296416938110749,0.11726384364820847,0.06188925081433225,0.08957654723127036,0.06758957654723127,0.16123778501628663,0.02768729641693811,0.050488599348534204,0.02687296416938111,0.07166123778501629,0.016286644951140065,0.014657980456026058,0.018729641693811076,0.024429967426710098,0.012214983713355049,0.03175895765472313,0.024429967426710098,0.03257328990228013,0.02768729641693811
2026-02-24,0.12741935483870967,0.1064516129032258,0.07338709677419354,0.08306451612903226,0.06532258064516129,0.15241935483870966,0.025,0.05,0.03064516129032258,0.07338709677419354,0.014516129032258065,0.014516129032258065,0.012903225806451613,0.02338709677419355,0.020161290322580645,0.03225806451612903,0.03387096774193549,0.03306451612903226,0.028225806451612902
2026-02-25,0.12449145646867373,0.11065907241659886,0.06509357200976404,0.08787632221318145,0.06753458096013018,0.15134255492270138,0.027664768104149716,0.05695687550854353,0.024410089503661515,0.07160292921074043,0.01708706265256306,0.01871440195280716,0.014646053702196907,0.025223759153783564,0.013018714401952807,0.026851098454027666,0.027664768104149716,0.03824247355573637,0.030919446704637917
2026-02-26,0.12367778681855167,0.10089503661513426,0.0691619202603743,0.0821806346623271,0.06427990235964198,0.15866558177379983,0.03580146460537022,0.061025223759153785,0.021969080553295363,0.06834825061025224,0.01627339300244101,0.01708706265256306,0.013832384052074858,0.025223759153783564,0.013018714401952807,0.03498779495524817,0.026037428803905614,0.03580146460537022,0.03173311635475997
2026-02-27,0.12121212121212122,0.10073710073710074,0.062244062244062245,0.09582309582309582,0.06715806715806716,0.16298116298116297,0.031122031122031123,0.05814905814905815,0.018837018837018837,0.07043407043407043,0.015561015561015561,0.015561015561015561,0.015561015561015561,0.022113022113022112,0.010647010647010647,0.031122031122031123,0.03357903357903358,0.03357903357903358,0.03357903357903358
2026-03-02,0.12181069958847737,0.1111111111111111,0.06748971193415639,0.09300411522633745,0.06584362139917696,0.15720164609053497,0.027983539094650206,0.05596707818930041,0.02139917695473251,0.07078189300411522,0.018930041152263374,0.01316872427983539,0.01316872427983539,0.027160493827160494,0.012345679012345678,0.02633744855967078,0.02633744855967078,0.03621399176954732,0.03374485596707819
2026-03-03,0.12417763157894737,0.11348684210526316,0.0756578947368421,0.08634868421052631,0.06578947368421052,0.14720394736842105,0.03289473684210526,0.05921052631578947,0.017269736842105265,0.07154605263157894,0.013980263157894737,0.02138157894736842,0.013980263157894737,0.02055921052631579,0.013157894736842105,0.032072368421052634,0.03289473684210526,0.027960526315789474,0.03042763157894737
2026-03-04,0.11011419249592169,0.11174551386623165,0.06199021207177814,0.08727569331158239,0.0636215334420881,0.16802610114192496,0.03425774877650897,0.06035889070146819,0.02202283849918434,0.0734094616639478,0.015497553017944535,0.02365415986949429,0.011419249592169658,0.02365415986949429,0.013050570962479609,0.02528548123980424,0.02773246329526917,0.037520391517128875,0.02936378466557912
2026-03-05,0.12571428571428572,0.12,0.06938775510204082,0.08653061224489796,0.06693877551020408,0.14857142857142858,0.026122448979591838,0.054693877551020405,0.026122448979591838,0.06693877551020408,0.017959183673469388,0.018775510204081632,0.015510204081632653,0.02040816326530612,0.011428571428571429,0.030204081632653063,0.027755102040816326,0.036734693877551024,0.030204081632653063
2026-03-06,0.12256493506493507,0.10714285714285714,0.06818181818181818,0.08035714285714286,0.06655844155844155,0.15584415584415584,0.03165584415584415,0.060064935064935064,0.025162337662337664,0.07224025974025974,0.01948051948051948,0.017045454545454544,0.01461038961038961,0.025974025974025976,0.012987012987012988,0.030032467532467532,0.026785714285714284,0.03571428571428571,0.027597402597402596
2026-03-09,0.11893203883495146,0.11084142394822007,0.07281553398058252,0.08414239482200647,0.06229773462783172,0.1553398058252427,0.02831715210355987,0.054207119741100325,0.025080906148867314,0.08009708737864078,0.021844660194174758,0.021035598705501618,0.010517799352750809,0.020226537216828478,0.015372168284789644,0.02831715210355987,0.02669902912621359,0.03478964401294499,0.02912621359223301
2026-03-10,0.12366912366912367,0.11384111384111384,0.07125307125307126,0.08845208845208845,0.06633906633906633,0.14742014742014742,0.028665028665028666,0.05896805896805897,0.02293202293202293,0.0687960687960688,0.018837018837018837,0.0171990171990172,0.013923013923013924,0.020475020475020474,0.011466011466011465,0.029484029484029485,0.03194103194103194,0.03849303849303849,0.027846027846027847
2026-03-11,0.12026359143327842,0.10543657331136738,0.0642504118616145,0.08896210873146623,0.05354200988467875,0.14827018121911037,0.025535420098846788,0.05683690280065898,0.028830313014827018,0.07990115321252059,0.01729818780889621,0.0214168039538715,0.01729818780889621,0.028830313014827018,0.011532125205930808,0.03130148270181219,0.03871499176276771,0.03706754530477759,0.02471169686985173
2026-03-12,0.11908783783783784,0.10810810810810811,0.06503378378378379,0.1097972972972973,0.0633445945945946,0.16131756756756757,0.024493243243243243,0.056587837837837836,0.02364864864864865,0.07010135135135136,0.014358108108108109,0.016891891891891893,0.009290540540540541,0.02027027027027027,0.021114864864864864,0.03462837837837838,0.03547297297297297,0.02195945945945946,0.024493243243243243
2026-03-13,0.12595097210481826,0.10059171597633136,0.07016060862214708,0.11242603550295859,0.060862214708368556,0.15469146238377007,0.0253592561284869,0.0566356720202874,0.026204564666103127,0.06931530008453085,0.01014370245139476,0.014370245139475908,0.016060862214708368,0.021132713440405747,0.02028740490278952,0.030431107354184278,0.027895181741335588,0.026204564666103127,0.03127641589180051
2026-03-16,0.12908633696563285,0.0980720871751886,0.06370494551550712,0.11986588432523052,0.06370494551550712,0.1550712489522213,0.025146689019279127,0.054484492875104776,0.025146689019279127,0.06202849958088852,0.013411567476948869,0.01592623637887678,0.013411567476948869,0.025984911986588432,0.01760268231349539,0.030176026823134954,0.03101424979044426,0.02933780385582565,0.026823134953897737
2026-03-17,0.12149532710280374,0.10110450297366186,0.06457094307561598,0.1265930331350892,0.06627017841971113,0.14868309260832624,0.028037383177570093,0.055225148683092605,0.020390824129141887,0.06627017841971113,0.013593882752761258,0.013593882752761258,0.013593882752761258,0.021240441801189464,0.02888700084961767,0.02888700084961767,0.027187765505522515,0.028037383177570093,0.026338147833474938
2026-03-18,0.12264150943396226,0.1072041166380789,0.0711835334476844,0.12435677530017153,0.06260720411663807,0.15780445969125215,0.024013722126929673,0.057461406518010294,0.0274442538593482,0.06260720411663807,0.011149228130360206,0.012864493996569469,0.011149228130360206,0.015437392795883362,0.02058319039451115,0.030017152658662092,0.029159519725557463,0.023156089193825044,0.029159519725557463
2026-03-19,0.12521008403361344,0.0949579831932773,0.06722689075630252,0.12100840336134454,0.06134453781512605,0.15630252100840336,0.02100840336134454,0.052100840336134456,0.030252100840336135,0.06386554621848739,0.015126050420168067,0.019327731092436976,0.010924369747899159,0.023529411764705882,0.02100840336134454,0.030252100840336135,0.029411764705882353,0.026050420168067228,0.031092436974789917
2026-03-20,0.12074829931972789,0.10119047619047619,0.06717687074829932,0.12329931972789115,0.06292517006802721,0.15816326530612246,0.02040816326530612,0.05782312925170068,0.02295918367346939,0.0663265306122449,0.00935374149659864,0.011054421768707483,0.012755102040816327,0.026360544217687076,0.017006802721088437,0.036564625850340135,0.02806122448979592,0.02891156462585034,0.02891156462585034
2026-03-23,0.11433447098976109,0.10068259385665529,0.06825938566552901,0.1296928327645051,0.06143344709897611,0.15784982935153583,0.01877133105802048,0.05716723549488054,0.02303754266211604,0.07081911262798635,0.020477815699658702,0.011092150170648464,0.011092150170648464,0.02218430034129693,0.021331058020477817,0.032423208191126277,0.027303754266211604,0.02303754266211604,0.02901023890784983
2026-03-24,0.11774744027303755,0.10409556313993173,0.06655290102389079,0.11518771331058021,0.06569965870307168,0.15443686006825938,0.020477815699658702,0.06399317406143344,0.021331058020477817,0.06655290102389079,0.015358361774744027,0.010238907849829351,0.00938566552901024,0.02218430034129693,0.02303754266211604,0.03498293515358362,0.033276450511945395,0.023890784982935155,0.031569965870307165
2026-03-25,0.12128922815945717,0.09754028837998303,0.07039864291772689,0.12128922815945717,0.06191687871077184,0.15521628498727735,0.019508057675996608,0.056827820186598814,0.022900763358778626,0.0720949957591179,0.017811704834605598,0.009329940627650551,0.010178117048346057,0.016963528413910092,0.017811704834605598,0.03986429177268872,0.0364715860899067,0.021204410517387615,0.031382527565733676
2026-03-26,0.12992455993294216,0.10813076278290025,0.06454316848281642,0.11232187761944677,0.07124895222129086,0.14082145850796313,0.020117351215423303,0.055322715842414084,0.026823134953897737,0.07124895222129086,0.009220452640402346,0.014249790444258172,0.013411567476948869,0.019279128248113998,0.02179379715004191,0.03604358759430008,0.026823134953897737,0.030176026823134954,0.028499580888516344
2026-03-27,0.11996644295302013,0.09815436241610738,0.06208053691275168,0.11409395973154363,0.07130872483221476,0.14848993288590603,0.024328859060402684,0.06040268456375839,0.02181208053691275,0.0662751677852349,0.016778523489932886,0.022651006711409395,0.012583892617449664,0.01929530201342282,0.020134228187919462,0.034395973154362415,0.026845637583892617,0.03104026845637584,0.02936241610738255
2026-03-30,0.1257285595337219,0.09908409658617819,0.06827643630308076,0.11990008326394672,0.06411323896752706,0.14487926727726894,0.02164862614487927,0.05745212323064113,0.02414654454621149,0.06328059950041633,0.01582014987510408,0.019150707743547043,0.010824313072439634,0.028309741881765195,0.018318068276436304,0.03663613655287261,0.03330557868442964,0.019150707743547043,0.02997502081598668
2026-03-31,0.12678421494542402,0.0948782535684299,0.06801007556675064,0.11922753988245172,0.06213266162888329,0.15029387069689337,0.020990764063811923,0.054575986565911,0.02518891687657431,0.0688497061293031,0.020990764063811923,0.018471872376154493,0.012594458438287154,0.022670025188916875,0.01595298068849706,0.030226700251889168,0.031066330814441646,0.027707808564231738,0.02938706968933669
2026-04-01,0.12636899747262004,0.10025273799494525,0.06571187868576242,0.12468407750631845,0.06402695871946082,0.13984835720303285,0.02358887952822241,0.05391743892165122,0.02443133951137321,0.06402695871946082,0.015164279696714406,0.010951979780960405,0.015164279696714406,0.02780117944397641,0.019376579612468407,0.038753159224936815,0.02695871946082561,0.02527379949452401,0.03369839932603201
2026-04-02,0.12935323383084577,0.0978441127694859,0.06716417910447761,0.11608623548922056,0.05887230514096186,0.15008291873963517,0.02570480928689884,0.0505804311774461,0.022388059701492536,0.06550580431177445,0.022388059701492536,0.015754560530679935,0.012437810945273632,0.01990049751243781,0.020729684908789386,0.028192371475953566,0.03731343283582089,0.028192371475953566,0.03150912106135987
2026-04-03,0.12205387205387205,0.10353535353535354,0.0664983164983165,0.12962962962962962,0.061447811447811446,0.15404040404040403,0.02356902356902357,0.054713804713804715,0.021043771043771045,0.05723905723905724,0.018518518518518517,0.011784511784511785,0.012626262626262626,0.02356902356902357,0.021043771043771045,0.03367003367003367,0.031144781144781145,0.026936026936026935,0.026936026936026935
2026-04-07,0.12209302325581395,0.09634551495016612,0.06478405315614617,0.11877076411960133,0.0664451827242525,0.14534883720930233,0.02408637873754153,0.05398671096345515,0.019933554817275746,0.06561461794019934,0.018272425249169437,0.014119601328903655,0.015780730897009966,0.02574750830564784,0.027408637873754152,0.026578073089700997,0.03322259136212625,0.029900332225913623,0.03156146179401993
2026-04-08,0.1152228763666947,0.10597140454163162,0.06896551724137931,0.11858704793944491,0.060555088309503784,0.1404541631623213,0.027754415475189236,0.05214465937762826,0.023549201009251473,0.060555088309503784,0.024390243902439025,0.010933557611438183,0.011774600504625737,0.018502943650126155,0.028595458368376788,0.03616484440706476,0.03532380151387721,0.031118587047939444,0.02943650126156434
2026-04-09,0.12311557788944724,0.10301507537688442,0.0695142378559464,0.11557788944723618,0.06867671691792294,0.14991624790619765,0.025963149078726967,0.05695142378559464,0.025963149078726967,0.05527638190954774,0.015912897822445562,0.01256281407035176,0.010887772194304857,0.019262981574539362,0.022613065326633167,0.02763819095477387,0.03015075376884422,0.03433835845896147,0.032663316582914576
2026-04-10,0.12396694214876033,0.09917355371900827,0.06694214876033058,0.11983471074380166,0.06942148760330578,0.15206611570247933,0.02975206611570248,0.05537190082644628,0.019834710743801654,0.06198347107438017,0.015702479338842976,0.006611570247933884,0.009917355371900827,0.021487603305785124,0.021487603305785124,0.033884297520661154,0.030578512396694214,0.028925619834710745,0.03305785123966942
2026-04-13,0.12164429530201343,0.09815436241610738,0.061241610738255035,0.12835570469798657,0.06795302013422819,0.14513422818791946,0.024328859060402684,0.05620805369127517,0.02181208053691275,0.06543624161073826,0.014261744966442953,0.015100671140939598,0.01174496644295302,0.018456375838926176,0.026006711409395974,0.03859060402684564,0.025167785234899327,0.03271812080536913,0.027684563758389263
2026-04-14,0.13278688524590163,0.10327868852459017,0.06557377049180328,0.1180327868852459,0.06557377049180328,0.14344262295081966,0.023770491803278688,0.04836065573770492,0.02459016393442623,0.06229508196721312,0.012295081967213115,0.01721311475409836,0.01557377049180328,0.022950819672131147,0.020491803278688523,0.029508196721311476,0.027868852459016394,0.03360655737704918,0.03278688524590164
2026-04-15,0.12510495382031905,0.10243492863140219,0.06297229219143577,0.12174643157010916,0.07220822837951302,0.15113350125944586,0.027707808564231738,0.05289672544080604,0.01595298068849706,0.054575986565911,0.017632241813602016,0.008396305625524769,0.012594458438287154,0.023509655751469353,0.0218303946263644,0.033585222502099076,0.02938706968933669,0.0327455919395466,0.033585222502099076
2026-04-16,0.12552653748946924,0.09688289806234204,0.06823925863521482,0.12299915754001685,0.06655433866891322,0.14743049705139005,0.02527379949452401,0.04802021903959562,0.02358887952822241,0.05981465880370682,0.014321819713563605,0.010109519797809604,0.014321819713563605,0.02358887952822241,0.02443133951137321,0.03454085930918281,0.02780117944397641,0.031171019376579612,0.03538331929233361
